rec_epoch,batch,class_loss,cont_loss,loss
0,0,0.20609378814697266,0.20395517349243164,0.4100489616394043
1,0,0.1941491812467575,0.15948174893856049,0.353630930185318
2,0,0.18645581603050232,0.03842979669570923,0.22488561272621155
3,0,0.1735120266675949,0.030313074588775635,0.20382510125637054
4,0,0.15672999620437622,0.026909124106168747,0.18363912403583527
5,0,0.11943935602903366,0.020039847120642662,0.13947920501232147
6,0,0.10480308532714844,0.015084339305758476,0.11988742649555206
7,0,0.08745463937520981,0.009034323506057262,0.09648896008729935
8,0,0.05032424256205559,0.0011856399942189455,0.051509883254766464
9,0,0.040186554193496704,0.0006943210028111935,0.040880873799324036
10,0,0.0366361141204834,0.0013631813926622272,0.03799929469823837
11,0,0.03229234740138054,0.002225687261670828,0.034518033266067505
12,0,0.020812705159187317,0.002138556446880102,0.022951262071728706
13,0,0.013422694988548756,0.0017981830751523376,0.015220877714455128
14,0,0.005279804114252329,0.0017829880816861987,0.007062792312353849
15,0,0.0026515289209783077,0.0016728187911212444,0.004324347712099552
16,0,0.001363625517114997,0.001636951812542975,0.0030005774460732937
17,0,0.0008915195357985795,0.0014242003671824932,0.0023157198447734118
18,0,0.0006142659112811089,0.0014051301404833794,0.0020193960517644882
19,0,0.0005287737585604191,0.0009475116385146976,0.0014762853970751166
20,0,0.00040172721492126584,0.0006515062414109707,0.0010532333981245756
21,0,0.0003479776205495,0.0006461016600951552,0.0009940792806446552
22,0,0.0003141746565233916,0.0005319937481544912,0.0008461683755740523
23,0,0.0004049548879265785,0.0007037973264232278,0.0011087522143498063
24,0,0.0002238240122096613,0.0005818450008518994,0.0008056689985096455
25,0,0.00020661640155594796,0.0007696423563174903,0.0009762587724253535
26,0,0.00017593574011698365,0.0005973642691969872,0.0007733000093139708
27,0,0.00017583083536010236,0.0006367432069964707,0.0008125740569084883
28,0,0.00026359892217442393,0.0006478322902694345,0.0009114312124438584
29,0,0.00012736511416733265,0.0005154010141268373,0.0006427661282941699
30,0,0.00011675786663545296,0.0005787831614725292,0.0006955410353839397
31,0,0.00012853812950197607,0.0005693312268704176,0.0006978693418204784
32,0,0.00010362529428675771,0.00047773527330718935,0.0005813605384901166
33,0,0.00010921525972662494,0.00043626572005450726,0.0005454809870570898
34,0,0.0001364827185170725,0.0005712732672691345,0.0007077559712342918
35,0,8.644533227197826e-05,0.000757477420847863,0.0008439227240160108
36,0,9.527874499326572e-05,0.00065348029602319,0.0007487590191885829
37,0,9.208297706209123e-05,0.0006010149954818189,0.0006930979434400797
38,0,8.321142377099022e-05,0.0005672578699886799,0.0006504692719317973
39,0,8.839511428959668e-05,0.0006333462079055607,0.0007217413512989879
40,0,6.91862078383565e-05,0.0005410290323197842,0.0006102152401581407
41,0,8.823776443023235e-05,0.0007025296799838543,0.0007907674298621714
42,0,8.179426367860287e-05,0.0005155079415999353,0.0005973022198304534
43,0,6.040907101123594e-05,0.000451372645329684,0.0005117817199788988
44,0,6.640148058068007e-05,0.0005304110236465931,0.0005968125187791884
45,0,6.118440796853974e-05,0.0005150964134372771,0.0005762808141298592
46,0,5.716848681913689e-05,0.0005626667989417911,0.0006198352784849703
47,0,7.207107410067692e-05,0.0005123771843500435,0.0005844482802785933
48,0,5.4716587328584865e-05,0.0005684610805474222,0.0006231776787899435
49,0,4.858207466895692e-05,0.0003630379505921155,0.000411620014347136
